symbol,Total_Asset,Total_Liabilities,Paid-up,Equity,Revenue,Expenses,EBITDA,EBIT,NetProfit,EPS,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,NetCashFlow,ReturnOnEquity,ReturnOnAsset,GrossProfitMargin,NetProfitMargin,EBITMargin,DE,Int.Coverage,CurrentRatio,QuickRatio,FixedAssetTurnover,TotalAssetTurnover,InventoryTurnover,AverageSalePeriod,AccountsReceivableTurnover,AverageCollectionPeriod,AccountPayableTurnover,AveragePaymentPeriod,CashCycle
KASET,"778,049.25","383,387.59","278,000.00","394,661.66","476,036.44","517,514.83","1,135.55","-20,643.07","-28,138.59",-0.1,"17,551.66","-13,408.41","-18,466.78","-14,323.53",-8.92,-2.85,16.24,-5.91,-4.34,0.97,-2.7,0.96,0.5,1.39,0.66,2.86,127.6,2.5,146.06,3.89,93.8,179.85
KCC,"1,726,564.22","631,540.33","310,000.00","1,095,023.89","204,391.57","74,091.32","133,111.74","130,300.26","77,240.50",0.14,"-579,429.59","10,586.13","741,826.79","172,983.33",9.93,10.58,73.57,37.79,63.75,0.58,3.84,2.24,1.72,-,0.17,N/A,-,N/A,-,N/A,-,-
KCM,"615,977.84","185,331.45","170,000.00","430,644.76","361,751.68","373,502.07","12,852.03","-11,193.01","-13,274.27",-0.02,"55,118.42","-75,366.05","1,373.36","-18,874.27",-3.04,-1.79,24.21,-3.67,-3.09,0.43,-3.32,0.78,0.06,2.06,0.58,2.11,172.89,19.15,19.06,7.55,48.37,143.58
KGEN,"999,742.59","376,374.52","1,124,417.30","628,413.46","157,883.32","235,098.68","-37,892.78","-77,215.36","-58,247.66",-0.05,"173,369.04","305,810.73","63,614.24","542,794.02",-9.36,-7.92,11.39,-45.6,-48.91,0.6,-165.85,2.4,1.57,2.1,0.16,17.98,20.3,2.81,129.75,3.45,105.72,44.33
KJL,"1,125,520.63","549,185.93","58,000.00","576,334.70","1,026,068.12","853,885.49","220,758.47","171,889.96","131,628.91",1.46,"133,329.94","-40,071.53","255,497.49","348,755.90",33.71,18.61,28.62,12.83,16.75,0.95,16.74,1.57,1.43,2.22,1.11,12.26,29.76,4.84,75.47,4.26,85.75,19.48
KK,"402,444.54","223,796.18","120,749.98","178,648.36","972,708.97","957,653.78","34,099.06","15,055.19","8,925.94",0.04,"28,261.56","-18,509.29","-22,173.67","-12,421.40",5.06,3.83,12.42,0.92,1.55,1.25,3.81,1.31,0.28,5.45,2.48,5.33,68.46,53.11,6.87,7.17,50.89,24.45
KLINIQ,"2,590,250.45","944,496.93","110,000.00","1,645,753.53","1,647,198.80","1,390,341.47","398,861.00","256,857.32","205,488.71",1.21,"407,959.72","-1,226,441.51","1,207,016.78","388,535.00",22.75,15.04,56.31,12.48,15.59,0.57,24.1,2.38,0.66,2.44,0.96,7.01,52.07,754.25,0.48,4.38,83.38,-30.83
KOOL,"1,558,658.36","167,891.52","618,067.93","1,389,279.42","574,827.80","539,367.68","62,013.84","45,697.29","41,144.17",0.02,"-176,869.12","-454,814.02","691,484.95","59,801.81",4.59,4.18,18.71,7.12,7.95,0.12,7.45,9.76,1.75,9.49,0.53,2.11,173.18,5.74,63.57,7.45,49.02,187.73
KTMS,"682,189.44","195,284.29","150,000.00","485,484.44","385,083.06","354,597.02","52,367.57","30,486.04","21,181.44",0.09,"52,011.85","-103,275.32","271,024.37","219,760.90",5.9,5.69,19.02,5.48,7.92,0.4,6.89,3.87,3.58,2.44,0.72,11.16,32.72,2.33,156.63,3.6,101.5,87.85
KUMWEL,"915,178.53","361,163.03","215,000.00","554,015.50","561,832.34","481,618.51","101,949.47","80,213.83","61,810.70",0.14,"14,586.19","-133,880.63","115,225.65","-4,068.79",11.55,9.99,39.14,11,14.28,0.65,18.02,2.61,1.15,1.49,0.7,1.63,223.47,3.64,100.34,5.13,71.21,252.6
KUN,"2,267,471.25","1,626,572.13","343,199.96","639,500.91","1,005,186.78","866,691.46","145,114.36","138,495.32","106,431.19",0.16,"-154,257.57","8,470.55","321,375.13","175,588.11",16.87,6.77,26.56,10.61,13.78,2.54,28.51,2.71,0.42,10.14,0.49,0.5,729.34,46.2,7.9,2.92,125.11,612.14
KWM,"645,764.14","146,623.70","236,591.87","485,421.21","477,914.33","440,497.72","60,155.17","37,615.97","30,530.88",0.07,"46,690.72","-54,299.01","-103,774.63","-111,382.93",6.23,5.46,17.9,6.25,7.87,0.29,6.1,3.86,1,2.14,0.69,1.37,265.9,5.41,67.44,12.98,28.11,305.22
LDC,"488,223.25","250,962.72","150,000.00","237,260.53","437,524.96","397,239.23","91,789.99","40,285.74","26,878.79",0.04,"72,634.27","-8,269.71","-24,280.11","40,084.46",12.01,8.43,21.61,6.14,9.21,1.06,2.8,2.4,1.84,1.4,0.92,16.39,22.27,55.05,6.63,9.58,38.09,-9.19
LEO,"1,715,256.00","802,479.00","160,000.00","892,892.00","4,495,348.00","4,109,785.00","424,209.00","399,491.00","304,588.00",0.95,"643,830.00","-319,198.00","-41,655.00","282,977.00",36.59,24.02,19.72,6.81,8.89,0.88,21.26,3.98,3.92,18.15,2.7,N/A,-,6.35,57.48,13.47,27.11,30.38
LIT,"2,017,457.96","909,028.68","442,931.26","1,108,429.16","156,571.86","230,192.98","-62,640.48","-73,621.12","-100,030.96",-0.23,"399,394.45",-782.58,"-1,550.93","397,060.94",-9.77,-3.53,47.54,-63.89,-47.02,0.82,-1.48,2.45,0.92,-,0.08,N/A,-,N/A,-,N/A,-,-
MBAX,"1,535,148.61","944,817.79","191,895.14","590,330.81","1,987,197.45","1,822,102.16","245,624.84","166,964.38","122,604.52",0.64,"146,407.67","-48,464.04","-87,464.55","10,479.08",21.51,11.13,14.76,6.17,8.4,1.6,7.62,1.07,0.5,3.29,1.32,4.1,88.98,6.25,58.41,7.55,48.32,99.08
META,"4,431,865.99","2,393,647.19","2,146,495.66","2,004,727.69","92,017.58","219,434.15","-88,544.14","-112,863.40","-134,624.98",-0.07,"198,652.32","-251,163.89","122,339.51","69,827.94",-6.63,-2.19,-6.92,-145.75,-122.65,1.17,-5.26,1.39,0.22,2.51,0.02,N/A,-,0.02,"20,242.68",0.02,"22,899.51","-2,656.82"
